"","R","lhsgrade_pct","nextGPA","probation_year1","totcredits_year1","male","bpl_north_america","english","age_at_entry","campus"
"17393",0.43,-4.59511985013459,1.39999997615814,0,5,0,1,1,20,3
"17394",1.15,-1.04596855518269,1.53999996185303,0,4,0,1,1,19,2
"17396",1.95,2.31363492918063,1.63000011444092,0,5,0,1,0,18,1
"17397",1.44,3.17805383034794,0.819999933242798,0,5,0,1,1,19,1
"17398",1.45,2.09074109693377,0.539999961853027,0,5,1,1,1,18,1
"17399",1.06,0.200670695462151,0.740000009536743,0,4,0,0,1,20,2
"17400",1.64,-0.619039208406224,1.5,0,4,0,1,0,19,1
"17401",1.05,-0.663294217410264,1.14000010490417,0,4.5,0,1,1,19,1
"17402",0.49,-0.994622575144062,0.00999999046325684,0,4,0,1,0,18,3
"17403",-0.36,1.09861228866811,1.79999995231628,1,4.5,1,1,1,18,1
"17404",-0.77,-3.47609868983527,0.869999885559082,1,5,0,1,1,19,3
"17405",0.95,-0.708185057924486,0.389999985694885,0,4,1,1,1,18,2
"17406",1.67,-1.99243016469021,0.78000009059906,0,4,1,1,1,19,3
"17407",-0.12,-1.38629436111989,0.540000081062317,1,4,1,1,1,18,3
"17408",-0.29,-0.994622575144062,0.5,1,4,0,1,0,18,1
"17409",1.3,0.895384047054841,0.600000023841858,0,5,1,0,0,19,1
"17410",2.48,1.65822807660353,1.62999999523163,0,4,0,0,0,19,1
"17411",1.16,-1.99243016469021,0.769999980926514,0,4,1,1,1,21,2
"17412",0.88,-1.90095876119305,-1.5,0,5,0,1,1,18,1
"17413",0.55,-2.09074109693377,0,0,5,1,1,1,19,3
"17414",0.23,-4.59511985013459,1.39999997615814,0,4.5,1,0,1,20,3
"17415",1.52,0.405465108108164,0.699999928474426,0,5,1,1,0,19,2
"17416",1.11,-1.73460105538811,1.40000009536743,0,5,0,1,1,19,2
"17418",1.65,0.663294217410264,1.10000002384186,0,5,0,0,0,19,3
"17419",1.83,1.04596855518269,2.20000004768372,0,4,1,1,1,18,1
"17420",-0.47,-1.73460105538811,1.10000002384186,1,3.5,0,1,0,19,3
"17421",0.86,1.38629436111989,0.900000095367432,0,5,0,1,1,18,1
"17423",0.9,-0.447312218043665,2.10999989509583,0,4,0,1,1,19,3
"17424",0.13,-0.160342650075179,-0.170000076293945,0,4.5,1,1,1,19,3
"17425",1.64,0.160342650075179,1.79999995231628,0,4,0,1,1,18,1
"17426",-0.26,0.160342650075179,0.74999988079071,1,3.5,0,1,1,19,3
"17427",1.6,1.09861228866811,1.47000002861023,0,5,0,1,1,19,1
"17428",2.34,1.450010175506,2.5,0,4.5,0,1,0,19,2
"17429",2.16,2.58668934409794,2.27999997138977,0,5,1,1,1,17,1
"17430",-0.47,-3.47609868983527,0.439999938011169,1,4.5,0,1,1,19,3
"17431",1.2,1.04596855518269,1.67000007629395,0,4.5,1,0,0,17,1
"17432",0.8,0.575364144903562,1.02999997138977,0,5,0,1,1,19,3
"17433",2.18,1.450010175506,1.34999990463257,0,4,0,0,0,21,3
"17434",1.04,-0.489548225318706,-0.129999995231628,0,4,1,0,0,21,1
"17435",1.7,0.575364144903562,2.13000011444092,0,5,0,1,1,18,1
"17436",0.96,0.619039208406224,0.330000042915344,0,5,0,1,1,19,1
"17437",0.56,-1.99243016469021,1.4300000667572,0,5,0,1,1,18,2
"17440",1.18,1.3249254147436,1.35999989509583,0,5,0,1,1,19,1
"17441",0.69,-1.20831120592453,1.10000002384186,0,4,0,1,1,19,3
"17442",1,0.75377180237638,1.01999998092651,0,4,1,1,1,18,2
"17443",0.24,-0.944461608840851,-0.689999997615814,0,4,0,1,1,19,1
"17444",0.78,1.20831120592453,1.80999994277954,0,5,1,0,0,20,1
"17445",0.43,-2.4423470353692,-0.560000002384186,0,3.5,1,1,1,20,3
"17446",0.98,0.994622575144062,1.23000001907349,0,4.5,1,1,1,17,1
"17448",-0.16,3.17805383034794,-0.350000023841858,1,4,1,0,0,17,1
"17449",0.87,1.99243016469021,0.589999914169312,0,5,1,1,1,18,1
"17450",-0.46,-3.47609868983527,0.399999976158142,1,5,0,1,1,20,3
"17451",1.02,-0.0800427076735365,1.22000002861023,0,5,0,1,1,19,3
"17452",1.98,2.44234703536921,2.20000004768372,0,5,0,1,1,18,1
"17453",0.63,0.281851152140987,1.20999991893768,0,5,0,1,1,19,1
"17454",2.23,0.75377180237638,1.79999995231628,0,4,0,1,1,19,1
"17455",2.02,1.99243016469021,2.34999990463257,0,5,1,1,1,18,1
"17456",1,1.99243016469021,-0.200000047683716,0,4.5,0,1,1,19,1
"17457",0.44,-0.281851152140988,0.700000047683716,0,5,0,1,1,19,1
"17458",0.18,-2.4423470353692,0.970000028610229,0,4,1,1,1,18,3
"17459",1.78,3.47609868983527,1.80999994277954,0,5,0,1,1,20,1
"17461",-0.14,1.90095876119305,0.200000047683716,1,5,0,1,0,19,1
"17462",1.71,0.800119300112113,2.20000004768372,0,5,0,1,1,19,1
"17464",0.38,-0.532216813747308,2.20000004768372,0,4,0,1,1,19,2
"17465",1.4,0.405465108108164,0.670000076293945,0,5,1,1,1,18,1
"17466",2.68,2.94443897916644,1.95000004768372,0,5.5,0,1,1,19,1
"17467",0.62,0.200670695462151,0.759999990463257,0,5,0,1,1,19,1
"17469",1.07,-0.944461608840851,2.5,0,4.5,1,1,0,18,2
"17470",1.44,-1.81528996663825,1.79999995231628,0,5,0,1,1,19,2
"17471",2.31,1.90095876119305,2.28000020980835,0,5,1,1,1,18,3
"17472",0.33,1.04596855518269,1.70000004768372,0,4,0,1,1,18,1
"17473",0.68,0.447312218043665,1,0,5,1,1,1,19,1
"17474",0.55,-0.322773392263051,-0.289999961853027,0,4.5,0,0,0,18,3
"17475",1.97,1.90095876119305,0.880000114440918,0,5,1,1,1,18,1
"17476",-1.09,-4.59511985013459,0,1,4,0,1,1,18,1
"17477",0.07,-1.26566637333128,1.10000002384186,0,5,1,1,1,19,1
"17478",0.8,-1.09861228866811,1.79999995231628,0,4,0,1,1,19,1
"17479",2.07,1.90095876119305,2.48000001907349,0,5,0,1,0,17,1
"17480",1.1,0.322773392263051,1.79999995231628,0,5,0,1,0,18,1
"17481",-0.23,-0.363965377201412,1.42999994754791,1,5,1,1,1,19,1
"17482",1.87,0.75377180237638,1.79999995231628,0,5,0,1,1,18,1
"17483",2,2.44234703536921,1.73000001907349,0,6,0,1,1,19,1
"17484",0.27,-2.4423470353692,1.20000004768372,0,4.5,1,1,0,19,2
"17485",0.79,0.800119300112113,0.5,0,4,1,1,1,19,2
"17487",1.68,0.619039208406224,1.48000001907349,0,5,1,1,0,19,1
"17488",2.27,1.65822807660353,2.19999980926514,0,5,0,1,1,18,1
"17489",0.77,1.04596855518269,0.680000066757202,0,5,1,1,1,19,1
"17490",0.5,-1.58562726374038,0.460000038146973,0,4,0,1,0,18,2
"17491",-0.02,-1.450010175506,0.919999957084656,1,4,0,1,0,19,3
"17492",2.2,0.619039208406224,1.96000003814697,0,5,1,1,1,19,1
"17494",-0.37,-2.31363492918063,0.730000019073486,1,3,0,1,1,18,3
"17495",-0.11,1.04596855518269,2.20000004768372,1,5,0,1,1,19,1
"17496",-0.28,-0.532216813747308,0.849999904632568,1,4.5,0,1,1,17,2
"17497",2.1,1.58562726374038,2.33999991416931,0,5,0,1,0,19,1
"17498",1.82,-0.160342650075179,0.849999904632568,0,5,1,1,1,18,1
"17499",-0.17,-0.663294217410264,-0.509999990463257,1,5,1,1,1,19,1
"17500",0.5,1.38629436111989,1.67000007629395,0,5,0,1,1,18,1
"17501",1.76,1.73460105538811,2.04999995231628,0,5,1,1,1,19,1
"17502",2.32,2.31363492918063,2.14000010490417,0,5,0,1,1,19,1
"17503",2.5,2.58668934409794,2,0,5,1,0,0,19,1
"17504",2.34,2.75153531304195,2.28999996185303,0,5,0,1,1,18,1
"17505",1.33,-3.89182029811063,-0.220000028610229,0,5,1,1,0,19,1
"17506",1.93,-0.200670695462151,1.9300000667572,0,5,0,1,1,20,2
"17507",0.84,-0.944461608840851,-0.5,0,4.5,0,1,1,19,1
"17508",1.36,0.200670695462151,0.25,0,4.5,0,0,1,19,3
"17509",1.55,-0.241162056816888,1.13999998569489,0,5,0,1,1,19,1
"17510",-0.29,-2.09074109693377,1.13000011444092,1,3,0,0,0,19,3
"17511",1.29,0.663294217410264,1.45999991893768,0,4.5,1,1,1,19,1
"17512",0.44,-2.4423470353692,1.19999992847443,0,4,0,1,1,19,3
"17513",0.54,-2.94443897916644,0.5,0,4,1,1,1,19,2
"17515",-0.42,0.994622575144062,-0.370000004768372,1,5,1,1,0,19,1
"17516",-1.12,0.847297860387203,0.200000047683716,1,4.5,0,0,0,21,1
"17518",2.18,2.09074109693377,1.5,0,5,1,1,1,18,1
"17519",-0.44,-0.0400053346136992,0.890000104904175,1,4.5,0,1,1,19,2
"17520",0.4,-3.17805383034795,-0.340000033378601,0,4,1,1,1,18,3
"17521",0.61,-1.65822807660353,0.679999947547913,0,4.5,1,1,1,19,1
"17522",1.34,-0.0800427076735365,0.700000047683716,0,4,1,1,1,21,2
"17524",1.28,1.58562726374038,1.5,0,5,0,1,1,19,1
"17526",1.04,0,0.389999985694885,0,4,0,1,1,18,1
"17527",-1.06,-2.09074109693377,0.0499999523162842,1,4,1,0,0,20,3
"17528",0.94,0.800119300112113,2.20000004768372,0,5,0,1,1,19,1
"17529",0.83,-1.450010175506,0.399999976158142,0,5,1,1,1,18,1
"17530",2.03,-1.04596855518269,1.35999989509583,0,4,0,1,1,19,2
"17531",1,-2.75153531304195,1.46000003814697,0,4,0,1,1,18,2
"17532",1.74,-2.4423470353692,1.15000009536743,0,4,1,0,0,20,3
"17533",-0.56,-2.09074109693377,-0.259999990463257,1,4,0,1,1,19,2
"17534",0.9,1.450010175506,1.5,0,4,0,1,1,21,1
"17535",-0.07,-2.31363492918063,-0.370000004768372,1,3.5,0,1,1,20,3
"17537",1.91,0.994622575144062,1.80999994277954,0,5,1,1,0,19,1
"17538",1.68,-1.38629436111989,1.42999994754791,0,5,1,1,1,18,3
"17539",0.84,-0.575364144903562,-0.600000023841858,0,3.5,0,1,0,19,3
"17540",0.75,-2.19722457733622,0.630000114440918,0,5,1,1,1,19,2
"17541",-0.07,-0.363965377201412,-0.240000009536743,1,4,1,1,1,19,2
"17542",2.54,2.44234703536921,2.80000019073486,0,4,1,1,0,19,2
"17543",0.11,-3.47609868983527,0.489999890327454,0,4.5,0,1,1,19,2
"17544",1.32,-0.489548225318706,1.53999996185303,0,5,1,1,1,18,1
"17545",0.84,-1.3249254147436,1.89999997615814,0,5,1,1,1,20,3
"17547",0.9,0.895384047054841,1.24000000953674,0,4,0,1,1,21,1
"17548",2.38,3.47609868983527,2.5,0,5,1,1,0,19,1
"17549",1.92,1.3249254147436,2.03999996185303,0,5,1,1,1,20,1
"17550",0.84,-3.47609868983527,0.619999885559082,0,5,1,1,1,19,2
"17551",0.48,0.994622575144062,1.10000002384186,0,4.5,0,1,1,19,2
"17552",1.48,2.09074109693377,1.04999995231628,0,5,1,1,0,18,1
"17553",0.9,-0.847297860387204,1.3400000333786,0,5,0,1,1,18,3
"17554",-0.39,-1.51634748936809,-0.139999985694885,1,5,1,1,1,19,2
"17555",1.9,0.994622575144062,2.1399998664856,0,5,1,1,1,21,3
"17556",2.06,1.450010175506,1.9799998998642,0,5,0,1,0,19,3
"17557",0.89,1.65822807660353,-0.129999995231628,0,5,1,1,0,18,3
"17559",-0.09,-0.944461608840851,0.5,1,4.5,1,1,1,19,2
"17560",2.32,1.99243016469021,1.92000007629395,0,5,1,1,1,18,1
"17562",1.22,1.3249254147436,1.01999998092651,0,5,0,0,0,17,1
"17563",0.28,-3.89182029811063,0.399999976158142,0,4,1,1,1,19,3
"17564",0.92,-0.160342650075179,0.450000047683716,0,5,0,1,0,18,1
"17565",0.32,-1.15267950993839,1.38000011444092,0,4.5,0,1,1,18,3
"17566",1.4,0.0400053346136992,0.940000057220459,0,4,1,1,0,18,1
"17567",0.26,1.99243016469021,-0.5,0,5,0,1,0,19,1
"17568",1.01,-0.847297860387204,0.949999928474426,0,4,1,1,1,19,2
"17569",0.89,0.160342650075179,0.399999976158142,0,3.5,0,1,1,19,3
"17570",1.1,-1.09861228866811,1.29999995231628,0,4,1,1,1,18,1
"17571",1.97,1.09861228866811,1.33000004291534,0,5,0,1,1,18,1
"17572",2.21,0.241162056816888,2.5,0,5,0,1,1,19,1
"17573",0.8,-0.994622575144062,1.48000001907349,0,4,0,1,1,19,1
"17574",1.67,0,0.5,0,4,0,1,1,19,1
"17575",-1.12,-1.65822807660353,-0.779999971389771,1,3.5,1,0,0,18,3
"17576",0.5,-0.708185057924486,1.84999990463257,0,4,1,1,0,21,1
"17577",2,0.489548225318706,1.79999995231628,0,5,1,1,1,18,1
"17578",0.52,-0.800119300112113,1.5,0,4.5,0,1,0,19,2
"17580",1.17,-0.944461608840851,1.0699999332428,0,5,0,1,1,19,2
"17581",1.82,1.38629436111989,0.5,0,4.5,0,0,0,18,1
"17582",1.86,1.90095876119305,0.950000047683716,0,5,1,1,0,19,3
"17583",1.5,0.281851152140987,1.20000004768372,0,5,1,1,0,19,2
"17584",0.93,-1.09861228866811,0.399999976158142,0,4,0,1,1,19,3
"17585",1.82,0,1.73000001907349,0,5,1,1,1,18,1
"17586",1.18,0.532216813747308,1.65000009536743,0,5,0,1,0,19,3
"17587",-0.46,-1.450010175506,0.100000023841858,1,5,0,0,0,21,3
"17588",1.47,1.04596855518269,1.76999986171722,0,5,0,1,1,19,3
"17589",1.82,2.75153531304195,1.86999988555908,0,5,1,1,1,17,3
"17590",1.82,0.281851152140987,1.29999995231628,0,5,0,0,0,18,2
"17591",-1.21,1.04596855518269,0.699999928474426,1,4,1,1,1,18,1
"17592",2.26,0.75377180237638,1.61999988555908,0,5,0,1,0,18,1
"17593",-0.72,-1.26566637333128,0.680000066757202,1,4.5,1,1,1,19,3
"17594",1.79,1.51634748936809,-0.100000023841858,0,4,0,0,0,21,1
"17595",1.11,-0.663294217410264,-0.200000047683716,0,4,0,1,1,20,1
"17596",0.99,-0.0800427076735365,2.20000004768372,0,4,1,1,1,19,1
"17597",2.18,1.73460105538811,2.1800000667572,0,4,0,1,1,19,1
"17598",2.5,2.19722457733622,2.38000011444092,0,5,1,1,0,18,1
"17600",1.1,-0.281851152140988,0.730000019073486,0,5,0,1,1,18,1
"17601",1.81,-0.0800427076735365,1.3400000333786,0,4,0,1,0,19,3
"17602",0.96,2.19722457733622,0.179999947547913,0,5,0,1,1,19,1
"17603",2.01,0.575364144903562,1.83999991416931,0,5,1,1,0,17,3
"17604",1.64,0.200670695462151,1.24000000953674,0,4.5,1,1,0,18,1
"17605",1.7,0.322773392263051,2.20000004768372,0,5,1,1,0,19,1
"17606",1.79,5.29330482472449,0.799999952316284,0,4,0,1,1,18,2
"17607",0.43,-2.75153531304195,-0.200000047683716,0,5,1,1,1,19,2
"17608",0.15,-0.0400053346136992,0.699999928474426,0,4,0,1,1,19,3
"17609",1.13,0.200670695462151,1.20000004768372,0,5,1,1,1,19,1
"17610",-0.4,-1.58562726374038,1.29999995231628,1,5,1,1,1,19,1
"17611",2.26,3.17805383034794,2.44000005722046,0,5,1,1,0,18,1
"17612",1.64,1.65822807660353,1.73000001907349,0,5,0,1,1,19,1
"17613",1.64,0.281851152140987,2.5,0,4.5,1,1,0,19,1
"17614",1.22,1.73460105538811,1.9300000667572,0,5,1,1,1,17,1
"17615",-0.41,-0.944461608840851,-0.059999942779541,1,4,0,1,1,19,1
"17616",2.04,1.99243016469021,2.41000008583069,0,5,0,1,0,19,2
"17617",1.54,-0.447312218043665,0.680000066757202,0,4.5,0,0,0,19,1
"17618",-0.22,-1.09861228866811,-1.29999995231628,1,4.5,0,1,1,21,1
"17619",-0.24,0.75377180237638,0.529999971389771,1,5,1,1,0,20,1
"17620",1.5,1.15267950993839,2.1800000667572,0,5,0,1,1,18,1
"17621",1.37,0.619039208406224,2.03999996185303,0,5,0,1,1,19,2
"17622",-0.53,-1.58562726374038,0.570000052452087,1,5,0,0,0,19,1
"17623",0.72,0.447312218043665,0.779999971389771,0,5,1,1,0,18,1
"17624",-0.1,-1.65822807660353,-0.0600000619888306,1,4,0,1,0,19,2
"17625",1.61,0.200670695462151,2.02999997138977,0,4,0,0,1,19,2
"17626",1.45,-0.944461608840851,1.34999990463257,0,5,0,1,1,19,2
"17627",0.39,-0.241162056816888,-0.230000019073486,0,4.5,0,1,1,18,1
"17628",0.39,-1.51634748936809,0.470000028610229,0,4,0,1,1,19,2
"17630",0.45,-0.847297860387204,1.4300000667572,0,4,1,1,1,18,1
"17631",-0.57,-0.241162056816888,-0.829999983310699,1,4,1,1,1,19,1
"17632",2.26,1.58562726374038,2.20000004768372,0,5,0,1,1,19,1
"17633",0.99,1.04596855518269,1.24000000953674,0,5,1,1,1,19,1
"17635",1.23,1.04596855518269,-0.200000047683716,0,5,1,1,1,19,1
"17636",1.9,0,2.40000009536743,0,4,1,1,1,18,3
"17637",0.42,-3.89182029811063,1.3199999332428,0,4,0,1,1,19,2
"17638",0.89,-1.09861228866811,1.4300000667572,0,4.5,0,1,1,18,2
"17639",2.35,3.17805383034794,2.08999991416931,0,5,1,1,1,19,1
"17640",1.19,0.532216813747308,2.20000004768372,0,5,0,1,1,18,1
"17642",0.64,0.575364144903562,0.729999899864197,0,4,1,1,1,19,3
"17643",0.71,0.663294217410264,-0.110000014305115,0,5,1,1,1,19,3
"17644",2.17,2.19722457733622,2.34999990463257,0,4,0,1,1,18,1
"17645",1.6,0.0400053346136992,1.4300000667572,0,4.5,0,1,1,18,2
"17646",-1.36,-2.19722457733622,0.0199999809265137,1,5,0,1,1,20,3
"17647",0.83,0.575364144903562,1.69999992847443,0,5.5,0,1,0,19,1
"17648",1.5,-0.0800427076735365,2.20000004768372,0,4,0,0,0,19,1
"17649",2.23,0.800119300112113,1.76999986171722,0,5,0,1,1,18,3
"17650",1.88,2.31363492918063,2.34999990463257,0,4,0,1,0,18,1
"17651",1.64,1.90095876119305,1.54999995231628,0,5,1,1,1,19,1
"17652",0.31,-2.09074109693377,0.5,0,5,0,1,1,18,1
"17653",1.67,0.160342650075179,1.51999998092651,0,5,0,1,1,18,2
"17654",-0.64,-0.281851152140988,1.79999995231628,1,4,0,1,1,18,1
"17655",1.5,-0.447312218043665,1.51999998092651,0,4,0,1,1,19,3
"17656",0.89,0.489548225318706,1.34999990463257,0,4,1,1,1,20,2
"17659",2.32,0.944461608840851,2.15000009536743,0,5,0,1,0,19,1
"17660",1.58,1.04596855518269,1.20000004768372,0,4,0,1,1,19,1
"17661",1.35,1.38629436111989,1.57999992370605,0,4,1,1,0,18,2
"17662",2.06,3.17805383034794,2.21000003814697,0,5,0,1,1,19,2
"17663",2.3,-0.200670695462151,2.38000011444092,0,4,1,1,1,18,1
"17664",0.58,0.405465108108164,1.79999995231628,0,4.5,0,1,1,18,2
"17666",1.24,-1.26566637333128,0.230000019073486,0,5,1,1,1,19,3
"17667",-0.17,-4.59511985013459,0.729999899864197,1,4,1,1,1,19,3
"17668",1.18,-0.994622575144062,1.54999995231628,0,4.5,0,1,1,18,3
"17669",1.25,2.09074109693377,-0.360000014305115,0,5,0,1,1,18,1
"17671",1.76,2.58668934409794,2.20000004768372,0,4,1,1,1,19,1
"17672",0.96,0.241162056816888,1.24000000953674,0,5,1,1,1,19,1
"17673",1,-0.532216813747308,1.84999990463257,0,3.5,0,1,1,18,3
"17674",0.68,-1.99243016469021,0.360000014305115,0,5,0,1,1,19,2
"17675",-0.57,0.708185057924486,0.799999952316284,1,4.5,0,1,1,18,3
"17676",1.43,0.241162056816888,1.11000001430511,0,4,1,1,1,18,1
"17677",1.6,-0.663294217410264,0.200000047683716,0,4,0,1,1,19,2
"17678",0.28,-0.322773392263051,-0.5,0,4,0,1,1,19,2
"17679",1.13,0.532216813747308,0.700000047683716,0,4,0,1,0,19,1
"17680",-0.07,-0.944461608840851,1.20000004768372,1,4.5,0,0,0,19,2
"17681",0.07,0.120144311842063,-0.0700000524520874,0,4,1,1,0,20,3
"17682",2.5,3.47609868983527,2.5,0,5,1,1,1,17,1
"17683",0.16,-1.09861228866811,0.699999928474426,0,5,0,1,1,19,1
"17684",1.97,1.15267950993839,1.79999995231628,0,5,0,1,1,19,2
"17685",1,-0.241162056816888,0.629999995231628,0,4,0,1,1,19,2
"17687",0.54,-0.994622575144062,0.649999976158142,0,4.5,0,1,0,19,3
"17688",1.84,0.847297860387203,1.79999995231628,0,5,0,1,1,18,1
"17689",-0.04,-0.708185057924486,0.75,1,5,1,0,1,20,1
"17690",0.99,1.450010175506,1.80999994277954,0,4.5,0,1,1,18,2
"17691",-0.1,-2.94443897916644,0.600000023841858,1,4,0,0,0,19,3
"17692",2.23,1.450010175506,2.20000004768372,0,4.5,0,1,1,19,1
"17693",1.5,-0.944461608840851,1.30999994277954,0,5,0,1,1,19,1
"17694",2.24,2.19722457733622,2.20000004768372,0,5,1,1,0,19,2
"17695",1.45,-0.200670695462151,0.350000023841858,0,5,0,1,1,18,1
"17696",1.49,-3.17805383034795,0.799999952316284,0,4,0,1,1,19,2
"17697",0.97,-0.447312218043665,1.21999990940094,0,5,0,1,1,17,3
"17698",1.98,0,1.29999995231628,0,5,0,1,1,19,1
"17699",1.48,1.09861228866811,0.399999976158142,0,4.5,1,0,1,20,1
"17700",1.94,2.44234703536921,1.70000004768372,0,5,0,1,1,17,3
"17701",1.1,1.3249254147436,1.24000000953674,0,4,0,0,1,17,2
"17702",2.21,1.65822807660353,1.92999994754791,0,5,1,1,1,20,3
"17703",2.5,3.47609868983527,2.5,0,5,1,1,1,18,1
"17704",0.67,1.90095876119305,-0.200000047683716,0,4,0,1,1,19,1
"17705",1.33,-1.3249254147436,1.4300000667572,0,5,1,0,0,18,1
"17706",1.37,-0.241162056816888,0.740000009536743,0,5,1,1,1,18,1
"17707",1.34,-0.322773392263051,-0.800000011920929,0,4.5,0,1,1,19,2
"17708",-0.68,-0.708185057924486,0.399999976158142,1,4.5,1,1,0,19,3
"17709",1.36,1.73460105538811,0.5,0,4,0,1,1,19,1
"17710",0.24,-0.944461608840851,1.69999992847443,0,5,0,1,0,19,3
"17711",1.4,-0.847297860387204,1.50999999046326,0,5,0,1,1,19,1
"17712",0.25,-0.160342650075179,-0.059999942779541,0,4.5,1,0,0,21,1
"17713",0.08,-0.363965377201412,0.100000023841858,0,4,1,1,1,18,1
"17714",0.18,-0.405465108108164,1.08999991416931,0,4.5,0,1,1,19,3
"17715",1.75,0,1.83999991416931,0,5,0,1,1,19,1
"17716",0.84,-0.200670695462151,-0.730000019073486,0,5,1,1,1,18,1
"17717",1.43,1.09861228866811,0.799999952316284,0,5,0,0,0,17,1
"17718",1.83,0.120144311842063,1.51999986171722,0,5,0,1,1,19,1
"17719",2.29,2.19722457733622,2.04999995231628,0,5,1,1,1,18,1
"17720",1.08,-0.405465108108164,0.859999895095825,0,5,1,1,0,18,3
"17721",2.2,-1.38629436111989,1.28999996185303,0,4,0,1,1,18,1
"17722",2.07,0.405465108108164,2.03999996185303,0,4.5,1,0,0,18,2
"17723",-0.09,-1.15267950993839,0.669999957084656,1,4.5,0,1,1,19,3
"17724",0.86,-0.619039208406224,0.889999985694885,0,5,0,1,1,19,1
"17725",1.28,1.58562726374038,1.38000011444092,0,5,0,1,1,19,1
"17726",1.39,1.09861228866811,1.80999994277954,0,5,1,1,0,19,1
"17727",2.01,1.09861228866811,2.20000004768372,0,4.5,0,1,1,18,1
"17728",1.1,-1.26566637333128,1.20000004768372,0,4,1,1,1,19,1
"17729",0.58,1.3249254147436,1.11999988555908,0,4,0,1,1,18,1
"17730",0.98,1.3249254147436,1.90000009536743,0,5,0,1,1,18,1
"17731",0.46,-2.19722457733622,1.10000002384186,0,4.5,0,1,1,19,3
"17732",0.66,-0.447312218043665,0.399999976158142,0,4.5,0,1,1,19,1
"17733",1,0.447312218043665,-0.600000023841858,0,5,1,1,1,19,1
"17734",0.22,-1.51634748936809,1.21000003814697,0,5.5,1,1,1,19,1
"17735",2.21,0.847297860387203,2.5,0,4,0,1,0,19,1
"17736",-0.04,-1.04596855518269,0.829999923706055,1,5,0,1,1,17,1
"17738",-0.64,-0.575364144903562,0.5,1,4,0,1,1,18,1
"17739",2.35,2.94443897916644,2.23000001907349,0,4,1,1,1,19,1
"17740",0.2,-1.99243016469021,1.15000009536743,0,4.5,0,1,1,19,2
"17741",1.75,-0.944461608840851,1.20000004768372,0,4,1,0,0,20,1
"17742",1.38,0.708185057924486,1.53999996185303,0,5,0,1,1,18,1
"17743",1.3,1.3249254147436,1.29999995231628,0,5,0,1,1,19,3
"17744",0.98,1.65822807660353,0.859999895095825,0,5,0,1,1,19,1
"17745",0.07,-1.99243016469021,1.10000002384186,0,3.5,0,0,1,19,3
"17746",2.1,2.19722457733622,2.29999995231628,0,5,0,1,1,19,1
"17748",0.05,-1.26566637333128,0.669999957084656,0,5,1,1,1,18,1
"17749",-0.66,-2.94443897916644,-0.170000076293945,1,4,0,1,1,17,3
"17750",0.3,-3.47609868983527,0.899999976158142,0,3,0,1,0,18,3
"17751",-0.06,-4.59511985013459,0.98999988079071,1,4,0,1,0,19,3
"17752",1.58,0.663294217410264,1.5,0,5,1,1,1,19,1
"17753",1.53,-0.0800427076735365,1.9300000667572,0,4.5,0,1,0,19,1
"17754",1.34,-0.405465108108164,0.830000042915344,0,4,0,0,0,18,1
"17755",1.52,1.65822807660353,1.21000003814697,0,5,0,1,1,20,1
"17757",2.09,1.90095876119305,2.32999992370605,0,4,1,1,1,19,2
"17758",1.39,-1.81528996663825,1.9300000667572,0,4.5,0,1,1,18,1
"17760",1.7,1.450010175506,2.00999999046326,0,5,1,1,1,19,1
"17761",0.73,-1.81528996663825,0.799999952316284,0,4,1,1,1,19,2
"17762",1.04,0.0800427076735366,1.10000002384186,0,5,0,1,1,19,3
"17763",0.78,2.19722457733622,1.60999989509583,0,5,0,1,1,19,1
"17764",1.53,1.65822807660353,-0.5,0,5,0,1,1,19,1
"17765",0.62,0.447312218043665,1.65000009536743,0,4.5,0,1,1,18,2
"17766",1.84,-0.0800427076735365,1.82999992370605,0,4,0,0,1,19,1
"17767",0.73,1.04596855518269,1.38000011444092,0,4.5,0,0,0,17,1
"17769",0.98,-2.94443897916644,1.04000008106232,0,4,0,1,1,18,2
"17770",1.13,0.489548225318706,0.840000033378601,0,5,0,1,0,19,3
"17771",0.14,0.944461608840851,1.39999997615814,0,5,0,1,1,19,3
"17772",0.66,-3.17805383034795,2.5,0,4,0,1,0,19,2
"17773",1.28,0.708185057924486,0.769999980926514,0,5,1,1,1,19,1
"17774",-0.4,1.04596855518269,1.20000004768372,1,4,0,1,1,19,2
"17775",2.44,3.47609868983527,2.17000007629395,0,5,0,1,1,19,1
"17776",0.57,-2.94443897916644,1.39999997615814,0,5,0,1,1,20,3
"17777",1.24,1.51634748936809,1.71000003814697,0,5,0,1,1,18,1
"17778",0.37,-1.20831120592453,0.629999995231628,0,5,0,1,1,19,1
"17780",1.42,0.708185057924486,1.54999995231628,0,5,0,1,1,19,2
"17781",2.03,3.89182029811063,2.41000008583069,0,5,1,1,0,18,1
"17782",0.05,-1.99243016469021,0.600000023841858,0,5,0,1,1,18,3
"17783",1.08,1.450010175506,2.20000004768372,0,5,0,1,1,18,1
"17784",1.8,0.619039208406224,2.20000004768372,0,5,0,1,0,19,1
"17785",1.5,1.20831120592453,1.40000009536743,0,5,1,1,1,18,1
"17787",0.64,-0.447312218043665,0.759999990463257,0,5,0,1,0,19,1
"17788",0.05,-2.31363492918063,0.449999928474426,0,4,1,1,0,18,3
"17789",0.35,-1.73460105538811,1.20000004768372,0,4,0,1,1,18,2
